1	3,275.88
10	852,22,081.56
100	62,872.60
101	199,7,492.89
102	424,10,720.37
106	1386,25,377.99
107	9,122.62
108	822,23,272.60
109	2,114.73
11	430,10,432.14
111	14,157.09
112	3981,62,673.26
113	6,91.72
114	7,100.04
115	43,2,659.21
116	8406,120,005.10
117	269,13,957.84
118	12,942.91
119	960,23,381.73
120	47,831.55
121	1035,22,451.14
122	526,15,038.77
123	1342,29,161.50
124	332,9,409.91
125	2,18.72
126	613,13,342.79
127	1757,32,527.28
128	88,1,924.34
129	15707,198,053.89
13	16,317.17
130	9738,173,339.55
131	681,16,894.15
132	41,1,756.29
133	765,16,323.94
134	5228,78,539.68
135	669,14,761.20
136	1235,30,393.52
137	10,157.73
138	55,1,852.69
139	393,13,274.33
14	2143,59,889.68
140	16,313.28
141	9,78.69
142	35,471.81
143	3,21.89
144	1,7.80
145	6550,108,333.40
146	3193,41,901.23
147	596,14,997.40
148	5,69.65
149	1019,22,419.96
15	152,4,444.01
150	570,17,503.28
151	1,14.69
152	4094,54,395.39
153	210,2,729.29
154	29,585.99
155	1433,35,450.36
156	37,2,474.26
157	375,8,122.78
158	3,34.99
159	2076,34,845.59
16	383,9,903.55
160	351,7,358.93
161	29,442.98
162	37,485.49
163	26,282.61
164	24,340.55
165	1671,36,837.53
166	21956,289,962.28
167	1143,24,893.77
168	2008,36,443.93
169	1159,24,933.95
17	4351,70,985.23
170	31,726.58
171	351,10,762.13
172	6,358.53
173	1448,20,895.93
174	1794,39,811.76
175	246,7,218.80
176	2,84.61
177	1490,32,897.66
178	434,9,620.46
179	4348,59,359.20
18	1274,28,589.09
180	216,6,019.69
181	13733,205,185.06
182	1705,33,781.88
183	458,12,677.43
184	65,1,207.43
185	1082,21,617.87
186	25,374.74
187	4,263.74
188	3676,73,129.00
189	1671,26,961.55
19	304,7,966.31
190	383,6,706.51
191	1026,31,592.93
192	436,10,051.33
193	1829,26,653.00
194	25,466.02
195	777,20,838.79
196	4728,72,623.07
197	1596,51,610.02
198	508,12,025.39
20	643,14,450.71
200	640,19,538.04
201	50,2,972.38
202	74,2,781.23
203	352,12,382.93
204	3,179.44
205	1431,44,064.14
206	36,2,370.45
207	8,161.06
208	636,15,103.53
21	927,24,070.18
210	3180,61,906.34
211	6,70.60
212	1379,23,513.89
213	2039,47,608.11
214	12,782.87
215	1059,28,657.30
216	1085,29,908.10
217	660,12,004.82
218	841,24,055.91
219	297,11,907.35
22	1105,30,441.42
220	1370,31,026.53
221	31,2,110.17
222	1075,31,957.78
223	10164,129,609.69
224	1,9.36
225	3374,67,560.53
226	4904,83,835.28
227	726,20,282.91
228	1220,31,608.01
229	14,157.62
23	16,913.77
230	52,811.43
231	23,435.32
232	3,108.71
233	4,41.39
234	21,295.80
235	1529,37,971.96
236	1372,17,646.94
237	11,138.46
238	12,119.92
239	37,459.94
24	1827,22,030.76
240	107,2,595.82
241	735,16,744.41
242	2712,53,059.53
243	3151,61,353.76
244	15358,287,225.69
245	3,131.98
246	3,26.86
247	2224,35,809.21
248	708,14,621.38
249	11,101.56
25	12234,192,721.16
250	1098,23,590.61
251	25,1,391.01
252	197,5,886.72
253	18,810.68
254	1603,43,024.78
255	10200,153,838.89
256	3298,53,757.90
257	631,13,364.27
258	543,14,791.58
259	731,21,572.84
26	1989,45,015.79
260	11987,151,314.77
261	8,185.72
262	14,317.64
263	397,5,493.81
264	401,5,576.62
265	141,5,712.36
27	1,30.45
28	845,19,689.76
29	939,25,039.23
3	662,17,161.72
30	3,190.04
31	159,3,433.53
32	1069,28,843.43
33	14758,246,954.38
34	151,2,696.81
35	2627,60,968.26
36	1573,32,759.62
37	1850,39,265.36
38	409,16,326.71
39	2489,66,817.41
4	2,30.06
40	3091,46,311.05
41	33122,389,932.59
42	20277,263,470.94
43	7118,94,342.62
44	3,217.96
45	3,38.72
46	66,3,197.80
47	1002,22,702.27
48	42,552.19
49	5724,91,646.87
5	4,253.46
50	3,24.46
51	2031,61,405.63
52	5642,77,067.54
53	154,4,383.36
54	190,4,210.11
55	1987,70,595.32
56	1336,27,335.34
57	31,501.53
58	49,1,080.55
59	55,1,415.44
6	12,608.94
60	615,12,403.25
61	6859,123,334.84
62	1830,34,509.99
63	571,14,964.86
64	104,3,229.26
65	14457,231,261.06
66	10088,183,342.97
67	475,11,448.64
68	15,186.21
69	2461,48,041.41
7	25657,299,418.09
70	590,11,714.15
71	1793,40,144.13
72	2125,48,545.25
73	140,3,636.72
74	42538,549,473.44
75	39781,516,952.63
76	4242,111,606.30
77	1060,25,909.87
78	1215,28,798.54
79	18,215.58
8	5,122.77
80	2843,54,313.90
81	902,25,008.57
82	24412,306,138.56
83	3002,38,835.15
84	7,550.27
85	1159,25,699.64
86	294,17,063.46
87	14,301.77
88	8,263.97
89	3118,70,278.77
9	311,6,933.16
90	12,159.50
91	2211,50,904.11
92	4179,78,850.00
93	189,4,505.19
94	483,10,076.46
95	16922,239,115.39
96	28,715.82
97	17185,256,700.72
98	209,6,066.81
